method,question_idx,subset,t_ext_drop,t_int_drop,ext_censored,int_censored,suppression_lag
PB_J,1126,forgotten,4,4,False,False,0
PB_J,1129,lucky,3,5,False,False,2
PB_J,1135,suppressed,1,9,False,True,8
PB_J,1136,lucky,4,9,False,True,5
PB_J,1138,retained,3,7,False,False,4
PB_J,1146,retained,2,5,False,False,3
PB_J,1147,suppressed,5,9,False,True,4
PB_J,1149,retained,2,9,False,True,7
PB_J,1151,lucky,9,7,True,False,-2
PB_J,1154,forgotten,8,1,False,False,-7
PB_J,1155,suppressed,7,9,False,True,2
PB_J,1157,forgotten,7,5,False,False,-2
PB_J,1160,lucky,3,3,False,False,0
PB_J,1161,forgotten,7,9,False,True,2
PB_J,1165,forgotten,7,9,False,True,2
PB_J,1169,suppressed,5,9,False,True,4
PB_J,1171,retained,3,4,False,False,1
PB_J,1172,suppressed,5,9,False,True,4
PB_J,1174,suppressed,7,9,False,True,2
PB_J,1176,retained,3,4,False,False,1
PB_J,1178,suppressed,3,9,False,True,6
PB_J,1179,forgotten,4,9,False,True,5
PB_J,1180,lucky,3,3,False,False,0
PB_J,1184,forgotten,7,9,False,True,2
PB_J,1207,retained,9,9,True,True,0
PB_J,1216,retained,9,0,True,False,-9
PB_J,1221,retained,9,9,True,True,0
PB_J,1233,retained,9,9,True,True,0
PB_J,1243,retained,9,7,True,False,-2
PB_J,1253,retained,9,6,True,False,-3
PB_J,1262,retained,9,9,True,True,0
PB_J,1264,retained,9,9,True,True,0
PB_J,1271,retained,9,9,True,True,0
