model,probe_type,clf,n_folds_complete,mean_n_test,mean_best_layer,std_best_layer,mean_accuracy,std_accuracy,mean_true_accuracy,std_true_accuracy,mean_false_accuracy,std_false_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
RMU-LAT,init_band,LR,5,508.0,,,0.5952755905511811,0.00953048695819704,0.5905511811023622,0.0242693464683818,0.6,0.026186282123332103,0.5964653706961998,0.011568998976138422,0.5905511811023622,0.0242693464683818,0.5931617357766226,0.012440320950513362,0.6291927583855169,0.01223492764887555
RMU-LAT,init_band,RF,5,508.0,,,0.5484251968503937,0.010753149829722551,0.49921259842519683,0.021186809522950746,0.5976377952755906,0.02457399454224761,0.5539097810489231,0.01228282882742171,0.49921259842519683,0.021186809522950746,0.5248791383205493,0.013691964604284089,0.567260834521669,0.01296116484836548
RMU-LAT,init_band,AdaBoost,5,508.0,,,0.5291338582677165,0.011093702994964894,0.5228346456692913,0.02651568226847677,0.5354330708661418,0.030698564865540047,0.5296877221909776,0.011642141631102165,0.5228346456692913,0.02651568226847677,0.5258696903907508,0.015390711170375163,0.5512167524335049,0.01605268146972019
RMU-LAT,init_band_emb,LR,5,508.0,,,0.5952755905511811,0.00953048695819704,0.5905511811023622,0.0242693464683818,0.6,0.026186282123332103,0.5964653706961998,0.011568998976138422,0.5905511811023622,0.0242693464683818,0.5931617357766226,0.012440320950513362,0.6291989583979168,0.012237482481430166
RMU-LAT,init_band_emb,RF,5,508.0,,,0.5492125984251969,0.010037439987387353,0.5,0.02426934646838178,0.5984251968503937,0.026702086547737272,0.5548253530696107,0.011845919915134335,0.5,0.02426934646838178,0.5256196315161621,0.014794323970871465,0.568229586459173,0.010068388007737012
RMU-LAT,init_band_emb,AdaBoost,5,508.0,,,0.5425196850393701,0.013728815570206856,0.5314960629921259,0.029144496887120855,0.5535433070866141,0.01546998638140824,0.5432278517455235,0.013130335997311202,0.5314960629921259,0.029144496887120855,0.5370986436236422,0.02027160314105892,0.5555412610825222,0.012077220535017133
RMU-LAT,end_band,LR,5,508.0,,,0.5685039370078739,0.011705565942770457,0.5661417322834645,0.016021251928642333,0.5708661417322834,0.019125917797623803,0.5689296668928495,0.01214590979316634,0.5661417322834645,0.016021251928642333,0.5674322636663124,0.01219012341740284,0.5954584909169818,0.011938407630908629
RMU-LAT,end_band,RF,5,508.0,,,0.5263779527559055,0.018407353901670812,0.494488188976378,0.015469986381408257,0.5582677165354331,0.022465106484546627,0.5283277386803117,0.019604014366251553,0.494488188976378,0.015469986381408257,0.5108296550369433,0.017234604450797567,0.547290594581189,0.016467333894448648
RMU-LAT,end_band,AdaBoost,5,508.0,,,0.5141732283464566,0.013830053598622287,0.5149606299212598,0.038606773770492146,0.5133858267716536,0.019383517519828607,0.5136443880479798,0.013330891266517037,0.5149606299212598,0.038606773770492146,0.513924385204879,0.02504677946625034,0.5277001054002108,0.010249421019604174
RMU-LAT,ib_no_pca,LR,5,508.0,,,0.574015748031496,0.011246343981957225,0.5787401574803149,0.017251104173391055,0.5692913385826772,0.022354440262328166,0.5734937470887779,0.01195840156618064,0.5787401574803149,0.017251104173391055,0.575953570170681,0.011557646833522534,0.5964721929443859,0.009532582073086026
RMU-LAT,ib_no_pca,RF,5,508.0,,,0.5614173228346456,0.027654502880056595,0.5275590551181102,0.027838849653013698,0.5952755905511811,0.03023047845740545,0.5659773732804169,0.030211955567293308,0.5275590551181102,0.027838849653013698,0.5460444003459642,0.02854938351766865,0.5986607973215946,0.02284802867355452
RMU-LAT,ib_no_pca,AdaBoost,5,508.0,,,0.5476377952755905,0.01704319749756958,0.5669291338582677,0.031099870327766156,0.5283464566929134,0.03876703503965723,0.5462816327097498,0.0175970474634145,0.5669291338582677,0.031099870327766156,0.5559308953734332,0.018483437251301027,0.5661246822493645,0.01772473404239206
RMU-LAT,vote_ensemble,LR,5,508.0,,,0.5846456692913385,0.012261741340470436,0.5992125984251968,0.018864800867261333,0.5700787401574803,0.02204724409448819,0.5823989342728181,0.012889807729842958,0.5992125984251968,0.018864800867261333,0.5905366734400395,0.012759414111252594,,
RMU-LAT,vote_ensemble,RF,5,508.0,,,0.5633858267716535,0.012659791488829527,0.5346456692913385,0.032408056105916024,0.5921259842519685,0.0336470245971992,0.5675505182347339,0.014285482473432653,0.5346456692913385,0.032408056105916024,0.5500413767033789,0.018977186604077313,,
RMU-LAT,vote_ensemble,AdaBoost,5,508.0,,,0.574015748031496,0.020366168750200874,0.5692913385826771,0.019700781107396537,0.578740157480315,0.033867422311191435,0.5752186835022006,0.02198062213433368,0.5692913385826771,0.019700781107396537,0.5720332334263849,0.017772552020114008,,
RMU-LAT,avg_ensemble,LR,5,508.0,,,0.5901574803149606,0.012781640221061387,0.6007874015748031,0.020472440944881883,0.5795275590551181,0.01966928503432568,0.5883519225022449,0.012904864028060634,0.6007874015748031,0.020472440944881883,0.5943686560115794,0.01421435588713337,0.6326585653171305,0.01735441671050662
RMU-LAT,avg_ensemble,RF,5,508.0,,,0.5543307086614173,0.009850390553698253,0.5669291338582677,0.028060676663315704,0.5417322834645668,0.0329017045917735,0.5533065113392983,0.011202189742698114,0.5669291338582677,0.028060676663315704,0.5595882387448838,0.013907585858605933,0.5871194742389484,0.008758867696839936
RMU-LAT,avg_ensemble,AdaBoost,5,508.0,,,0.565748031496063,0.022291949081719786,0.5661417322834646,0.019190641900714865,0.5653543307086615,0.0492110235968496,0.5669662035531866,0.02523316926113964,0.5661417322834646,0.019190641900714865,0.5660411051377852,0.014623781074133781,0.5862855725711451,0.01559520165564673
RepNoise,per_layer,LR,5,508.0,15.4,3.4409301068170506,0.5736220472440945,0.012854195053003566,0.5803149606299213,0.022630091123149485,0.5669291338582677,0.018466203778832367,0.5726339550478581,0.012493250797375604,0.5803149606299213,0.022630091123149485,0.5763040626828081,0.015788448449442882,0.6002883005766011,0.010228007136686134
RepNoise,per_layer,RF,5,508.0,8.6,6.651315659326356,0.5511811023622047,0.017295970579912407,0.5047244094488189,0.03153540849527683,0.5976377952755906,0.029608812089705762,0.5564921037695513,0.01867112327084916,0.5047244094488189,0.03153540849527683,0.528944773482294,0.02291006830351898,0.5806311612623226,0.028547221386189855
RepNoise,per_layer,AdaBoost,5,508.0,3.0,1.6733200530681511,0.5307086614173228,0.01497098688333194,0.5377952755905511,0.020320453386714878,0.5236220472440946,0.030086571928413873,0.5305593624366,0.015273463844602068,0.5377952755905511,0.020320453386714878,0.533932161547588,0.014277653248340851,0.5468069936139872,0.019178956076725186
RepNoise,mid_band,LR,5,508.0,,,0.5724409448818898,0.01814443877449278,0.5543307086614173,0.02260267731402727,0.5905511811023623,0.03069856486554004,0.5755201181763374,0.020054677399960582,0.5543307086614173,0.02260267731402727,0.5644856100696218,0.018080157700007708,0.6109120218240436,0.010994475188632481
RepNoise,mid_band,RF,5,508.0,,,0.5350393700787401,0.01366090675031299,0.45669291338582674,0.032465398626910696,0.6133858267716535,0.02519685039370078,0.5414661224046883,0.015239340615819736,0.45669291338582674,0.032465398626910696,0.4950139280266246,0.022532645491857933,0.5534968069936139,0.01365711364092962
RepNoise,mid_band,AdaBoost,5,508.0,,,0.544488188976378,0.01060802644512402,0.5251968503937008,0.04170999256109931,0.5637795275590551,0.03603168878314186,0.5463399080273327,0.010502140769656098,0.5251968503937008,0.04170999256109931,0.5347053158253959,0.023767156266283715,0.5618544237088475,0.010221151537245558
RepNoise,full_layer,LR,5,508.0,,,0.6015748031496062,0.023707195617834024,0.5850393700787401,0.022075347667521554,0.6181102362204725,0.031789967304230476,0.6054350072989714,0.026162196566624385,0.5850393700787401,0.022075347667521554,0.5949364987483003,0.022340772438442555,0.6374170748341497,0.01506761704754359
RepNoise,full_layer,RF,5,508.0,,,0.5433070866141733,0.02134715230193065,0.452755905511811,0.03178996730423047,0.6338582677165354,0.0317899673042305,0.5530110546886904,0.026026108835148845,0.452755905511811,0.03178996730423047,0.4974894068082203,0.027149675129518224,0.5665168330336661,0.019790776456035396
RepNoise,full_layer,AdaBoost,5,508.0,,,0.5523622047244094,0.018699751318169946,0.5385826771653542,0.010967234863924522,0.5661417322834645,0.03516080875868678,0.5545099423973486,0.02104359666891961,0.5385826771653542,0.010967234863924522,0.5462407720512661,0.01310941857630545,0.5668020336040673,0.01744611743789539
RepNoise,init_band,LR,5,508.0,,,0.5976377952755905,0.01811023622047246,0.5811023622047244,0.013316168917549446,0.6141732283464567,0.033775764707916885,0.6016555373273255,0.02227938420878701,0.5811023622047244,0.013316168917549446,0.5909846017616152,0.013980359916600368,0.6311519623039247,0.013483475452408918
RepNoise,init_band,RF,5,508.0,,,0.5531496062992126,0.008258337387166532,0.47007874015748036,0.025466081305190916,0.6362204724409449,0.019060973916394018,0.5636881303732898,0.00899658837175702,0.47007874015748036,0.025466081305190916,0.5123253800752939,0.017074200557800786,0.578529357058714,0.008985582540795707
RepNoise,init_band,AdaBoost,5,508.0,,,0.5429133858267716,0.013199255601763953,0.5094488188976378,0.024089855969729696,0.5763779527559054,0.026887198549549424,0.5461611339618097,0.01414843590712562,0.5094488188976378,0.024089855969729696,0.5268815925562381,0.016282068248479154,0.561246822493645,0.017842078480176708
RepNoise,init_band_emb,LR,5,508.0,,,0.5976377952755905,0.01811023622047246,0.5811023622047244,0.013316168917549446,0.6141732283464567,0.033775764707916885,0.6016555373273255,0.02227938420878701,0.5811023622047244,0.013316168917549446,0.5909846017616152,0.013980359916600368,0.6311488622977246,0.01348362084795463
RepNoise,init_band_emb,RF,5,508.0,,,0.5562992125984251,0.019904290802778796,0.47637795275590555,0.027838849653013673,0.6362204724409449,0.026186282123332145,0.5670712664782253,0.0233926494829682,0.47637795275590555,0.027838849653013673,0.5175412932592971,0.0240767825417949,0.5812899125798252,0.011745827971341435
RepNoise,init_band_emb,AdaBoost,5,508.0,,,0.5515748031496063,0.008010625964321168,0.5338582677165353,0.02757030141734109,0.5692913385826772,0.01938351751982861,0.5533889028395352,0.007107588097122699,0.5338582677165353,0.02757030141734109,0.5431528995643917,0.01605976021753519,0.5707932915865832,0.017918535691690954
RepNoise,end_band,LR,5,508.0,,,0.5614173228346456,0.007613810868430583,0.5393700787401575,0.04967499305696853,0.5834645669291338,0.04988672145340839,0.565062441872932,0.011920630266862575,0.5393700787401575,0.04967499305696853,0.5503887156556105,0.023752177355224096,0.5829716659433319,0.010576433403720126
RepNoise,end_band,RF,5,508.0,,,0.521259842519685,0.008010625964321207,0.4299212598425197,0.024949574043708442,0.6125984251968504,0.016251785386260046,0.5257851895170459,0.009190907582043082,0.4299212598425197,0.024949574043708442,0.47277499013242685,0.018349552322770402,0.5308140616281232,0.010640319140660777
RepNoise,end_band,AdaBoost,5,508.0,,,0.5271653543307087,0.01388597802247908,0.5062992125984251,0.015669093497742037,0.5480314960629922,0.03963689117686055,0.5291672642770797,0.01581504533100524,0.5062992125984251,0.015669093497742037,0.5170710262317826,0.0063741893072482335,0.5370280240560481,0.011534757536983327
RepNoise,ib_no_pca,LR,5,508.0,,,0.5677165354330709,0.02066835393449871,0.5637795275590551,0.037548406354539744,0.5716535433070866,0.026280817745320678,0.5680430122965701,0.0205895360519081,0.5637795275590551,0.037548406354539744,0.5655541365373508,0.026918679470716165,0.5936821873643747,0.01465131934140318
RepNoise,ib_no_pca,RF,5,508.0,,,0.5606299212598425,0.007613810868430584,0.5401574803149607,0.026162594843836453,0.5811023622047244,0.01308129742191824,0.5630321225669255,0.006051216996304066,0.5401574803149607,0.026162594843836453,0.5511348103152865,0.016363962197276292,0.595270940541881,0.014108679612868345
RepNoise,ib_no_pca,AdaBoost,5,508.0,,,0.5429133858267716,0.0290752762797429,0.5362204724409448,0.032976994632081764,0.5496062992125984,0.03446624980825087,0.5435868076958928,0.0297642268317707,0.5362204724409448,0.032976994632081764,0.5397223147033612,0.03008352591858387,0.55999751999504,0.030284326368982144
RepNoise,vote_ensemble,LR,5,508.0,,,0.5877952755905511,0.012793761267143272,0.5818897637795276,0.040257710334375495,0.5937007874015748,0.042505101027608766,0.5894372065173281,0.014138089963906057,0.5818897637795276,0.040257710334375495,0.5847314610487768,0.02030562011323866,,
RepNoise,vote_ensemble,RF,5,508.0,,,0.5582677165354331,0.01668474023654886,0.5062992125984251,0.0420062320262965,0.610236220472441,0.02527056147382867,0.5646001098643119,0.016399522093862015,0.5062992125984251,0.0420062320262965,0.5332480052436727,0.029034500435132397,,
RepNoise,vote_ensemble,AdaBoost,5,508.0,,,0.552755905511811,0.014433309275451476,0.547244094488189,0.025756578320938764,0.558267716535433,0.038040542769074544,0.5539643879881009,0.016465659948281117,0.547244094488189,0.025756578320938764,0.5500880324262297,0.014174277481075172,,
RepNoise,avg_ensemble,LR,5,508.0,,,0.5846456692913385,0.010490482357853737,0.578740157480315,0.04523277674439395,0.5905511811023623,0.04348567329601284,0.5861976050489985,0.011468031440122296,0.578740157480315,0.04523277674439395,0.5813348824311572,0.02218393990715931,0.6226517453034907,0.009599113009622979
RepNoise,avg_ensemble,RF,5,508.0,,,0.562992125984252,0.010924753484654789,0.5480314960629922,0.03836512666166876,0.5779527559055119,0.02875902735078689,0.5648800985867958,0.009772180718226945,0.5480314960629922,0.03836512666166876,0.5557164247318128,0.021849264482279095,0.5861724223448446,0.010283874007728563
RepNoise,avg_ensemble,AdaBoost,5,508.0,,,0.5586614173228346,0.00918260140920518,0.5590551181102362,0.02007487997477475,0.5582677165354331,0.02074321239735349,0.5587024588007684,0.009474491018824603,0.5590551181102362,0.02007487997477475,0.5586907428124486,0.012208514948026437,0.5771095542191084,0.008083585820486941
ELM,per_layer,LR,5,508.0,11.8,3.4292856398964493,0.5763779527559054,0.011369707935585532,0.5881889763779528,0.04914798908449522,0.5645669291338583,0.036982735640369704,0.574630116792688,0.00989367733327411,0.5881889763779528,0.04914798908449522,0.5803440160824375,0.02543735288941563,0.6021328042656086,0.01499488860998434
ELM,per_layer,RF,5,508.0,13.2,6.493073232299171,0.5389763779527559,0.014804406044852912,0.5062992125984251,0.021069430173637233,0.5716535433070866,0.019826265058290025,0.5416955583007262,0.015965223512784517,0.5062992125984251,0.021069430173637233,0.5232843486225175,0.017458731322910703,0.5691177382354764,0.01508073251961136
ELM,per_layer,AdaBoost,5,508.0,12.6,10.518555033843764,0.5488188976377952,0.016011574336742326,0.5582677165354331,0.03362859291978368,0.5393700787401574,0.02068334730167512,0.5476670795502236,0.01503424562546174,0.5582677165354331,0.03362859291978368,0.552643250088882,0.022576506175005787,0.561784673569347,0.020302953559717462
ELM,mid_band,LR,5,508.0,,,0.5952755905511811,0.006886951056903936,0.5992125984251968,0.03344371745133117,0.5913385826771653,0.036117621861983334,0.5950526075713366,0.010214377406756375,0.5992125984251968,0.03344371745133117,0.5964452999859421,0.014006859726634166,0.6337125674251348,0.014928963626284581
ELM,mid_band,RF,5,508.0,,,0.5409448818897638,0.02976023809285709,0.5078740157480315,0.02849915129268325,0.574015748031496,0.031338186995484074,0.5439433209547611,0.03201140299901263,0.5078740157480315,0.02849915129268325,0.5252836290271172,0.030128577488478765,0.565531031062062,0.02918631249532802
ELM,mid_band,AdaBoost,5,508.0,,,0.5358267716535433,0.00504183010821486,0.5456692913385827,0.013546968924476589,0.5259842519685038,0.014856663200089167,0.5351753168699942,0.005194586276377279,0.5456692913385827,0.013546968924476589,0.5402802407674752,0.007343521858820022,0.5553847107694215,0.011085717745687939
ELM,full_layer,LR,5,508.0,,,0.6011811023622047,0.015429856647453112,0.6055118110236221,0.022602677314027285,0.5968503937007873,0.0192229222295019,0.6003316872277431,0.015322232476852788,0.6055118110236221,0.022602677314027285,0.6027884304036003,0.01712520046525469,0.637209374418749,0.012662747076365848
ELM,full_layer,RF,5,508.0,,,0.5346456692913386,0.012044927984864872,0.46850393700787396,0.012938328130043288,0.6007874015748031,0.03544181869268313,0.540772105085668,0.016080984009389725,0.46850393700787396,0.012938328130043288,0.5016746161492129,0.004193875085755311,0.5520398040796082,0.01883491061497271
ELM,full_layer,AdaBoost,5,508.0,,,0.5637795275590551,0.018575001751315635,0.5456692913385826,0.025098232205526348,0.5818897637795276,0.028324575982055043,0.566376209588509,0.02002828315488075,0.5456692913385826,0.025098232205526348,0.5556068007623436,0.01998522487698987,0.5795508091016182,0.021315815191286804
ELM,init_band,LR,5,508.0,,,0.5905511811023622,0.007365467296799125,0.5795275590551181,0.01951104203679351,0.6015748031496063,0.01562947499313325,0.5926160602910823,0.007225085754022306,0.5795275590551181,0.01951104203679351,0.5858447944220109,0.011349266855145163,0.6256711513423028,0.010613533018174616
ELM,init_band,RF,5,508.0,,,0.544488188976378,0.010006507895384932,0.4669291338582678,0.02290242452322674,0.6220472440944882,0.01725110417339107,0.5525781227982168,0.011658693774538171,0.4669291338582678,0.02290242452322674,0.5059423030159562,0.01664281407996074,0.5693874387748775,0.010137422461056114
ELM,init_band,AdaBoost,5,508.0,,,0.5456692913385827,0.00975552101839677,0.5543307086614172,0.02929303187045399,0.537007874015748,0.028346456692913382,0.5449978024289873,0.00973112347348961,0.5543307086614172,0.02929303187045399,0.5492277925723477,0.01596771762259352,0.5687736375472751,0.011744394047698462
ELM,init_band_emb,LR,5,508.0,,,0.5905511811023622,0.007365467296799125,0.5803149606299213,0.01906097391639404,0.6007874015748031,0.015268283015484519,0.5924648887113393,0.007231899531739314,0.5803149606299213,0.01906097391639404,0.5861818871184702,0.011178873669100732,0.6256649513299027,0.010626207203168368
ELM,init_band_emb,RF,5,508.0,,,0.5393700787401575,0.011273874852973506,0.473228346456693,0.016777382482411445,0.6055118110236221,0.016777382482411424,0.5454059972769217,0.013262656382944655,0.473228346456693,0.016777382482411445,0.5066573989589622,0.013873204791384028,0.5661727323454647,0.009360469362601173
ELM,init_band_emb,AdaBoost,5,508.0,,,0.5543307086614173,0.020366168750200885,0.5448818897637795,0.02920824722990773,0.5637795275590551,0.02218740598992968,0.5552463134422148,0.02027816983140989,0.5448818897637795,0.02920824722990773,0.5498670205127507,0.023682157830326935,0.5754960009920019,0.01608058826909769
ELM,end_band,LR,5,508.0,,,0.5732283464566928,0.015063879110007053,0.5708661417322834,0.021849506969309613,0.5755905511811024,0.017677121512317803,0.5735393795715662,0.014670684081277986,0.5708661417322834,0.021849506969309613,0.5721032853838498,0.017134495780500168,0.6096596193192386,0.016628877677618087
ELM,end_band,RF,5,508.0,,,0.5389763779527559,0.023928458896098816,0.49606299212598426,0.038654921916956145,0.5818897637795276,0.03852639314244114,0.542883603360846,0.027301803153650415,0.49606299212598426,0.038654921916956145,0.517849317344097,0.02885544156621916,0.5496202492404985,0.013421409268448203
ELM,end_band,AdaBoost,5,508.0,,,0.5271653543307087,0.004557416103460742,0.5259842519685038,0.025948436304384384,0.5283464566929134,0.025319582977659103,0.5272838698198717,0.0046067316470947495,0.5259842519685038,0.025948436304384384,0.5262977933865727,0.013010008270068337,0.549534999069998,0.015587620335851775
ELM,ib_no_pca,LR,5,508.0,,,0.5767716535433071,0.0116790527355837,0.5850393700787402,0.031357964963369914,0.568503937007874,0.02779427180271307,0.5756045190643875,0.011258651882446498,0.5850393700787402,0.031357964963369914,0.5798745811167144,0.017983339125419096,0.5985925971851944,0.008323233196574872
ELM,ib_no_pca,RF,5,508.0,,,0.5759842519685039,0.014762467133269822,0.5566929133858267,0.01822966441384284,0.5952755905511811,0.03948016106054069,0.579955690219269,0.018995323543556285,0.5566929133858267,0.01822966441384284,0.5676333294911565,0.009578721763287142,0.6036006572013144,0.0246966957716956
ELM,ib_no_pca,AdaBoost,5,508.0,,,0.5468503937007874,0.009913132529144998,0.5433070866141733,0.02914449688712086,0.5503937007874015,0.018365202818410406,0.5470113979370071,0.008946633960010197,0.5433070866141733,0.02914449688712086,0.5448829448394573,0.0179498898896087,0.5667322834645668,0.01929247496076828
ELM,vote_ensemble,LR,5,508.0,,,0.5850393700787402,0.013140408872660362,0.6015748031496063,0.03297699463208175,0.5685039370078739,0.018398931410311688,0.5821206952783056,0.011269256942935848,0.6015748031496063,0.03297699463208175,0.5913905693027196,0.02037625189910074,,
ELM,vote_ensemble,RF,5,508.0,,,0.5736220472440945,0.009029405465495823,0.5236220472440944,0.023091146926953052,0.6236220472440944,0.012349911134927633,0.5816769876726073,0.008385577020896196,0.5236220472440944,0.023091146926953052,0.5509479272350825,0.015468306120119037,,
ELM,vote_ensemble,AdaBoost,5,508.0,,,0.5850393700787401,0.003817070753871119,0.5771653543307087,0.031555062849628175,0.5929133858267717,0.029524934266539637,0.5866699607771035,0.0056217715459674165,0.5771653543307087,0.031555062849628175,0.5813156815296758,0.014581973565733732,,
ELM,avg_ensemble,LR,5,508.0,,,0.5901574803149605,0.012962265852877448,0.6094488188976378,0.02444751920670869,0.5708661417322834,0.02038138441818076,0.5868286050336046,0.012481494944484361,0.6094488188976378,0.02444751920670869,0.5977392597122277,0.01592835793155923,0.6220193440386881,0.0130176026430075
ELM,avg_ensemble,RF,5,508.0,,,0.5783464566929133,0.01469933441149172,0.5692913385826771,0.02920824722990774,0.5874015748031496,0.021477451491316316,0.5797304561009561,0.013945915036104104,0.5692913385826771,0.02920824722990774,0.5741959520648814,0.019767407658603325,0.602765205530411,0.008234743585488077
ELM,avg_ensemble,AdaBoost,5,508.0,,,0.5866141732283464,0.009643660404658206,0.5881889763779528,0.02509823220552634,0.5850393700787402,0.02768251312007393,0.5866244743250584,0.011041314633792055,0.5881889763779528,0.02509823220552634,0.5870454164391671,0.013034355675518831,0.6057381114762229,0.01068239106630436
RR,per_layer,LR,5,508.0,13.0,2.756809750418044,0.597244094488189,0.005072479813671338,0.611023622047244,0.010967234863924525,0.5834645669291338,0.0183652028184104,0.5948145873626056,0.007152450954536806,0.611023622047244,0.010967234863924525,0.6026920541462651,0.0037931203845818317,0.6242482484964971,0.010616672659289382
RR,per_layer,RF,5,508.0,9.4,7.310266752998827,0.5551181102362205,0.02015194313711768,0.5307086614173228,0.030127758220014175,0.5795275590551181,0.0460074367180836,0.5588640154456532,0.022393210941249457,0.5307086614173228,0.030127758220014175,0.5437558488268821,0.01974686653029672,0.5784286068572138,0.018808948428600373
RR,per_layer,AdaBoost,5,508.0,6.6,1.3564659966250536,0.5417322834645668,0.0108821062685711,0.5598425196850394,0.02314478497117963,0.5236220472440944,0.03616908370978221,0.540728089968785,0.01168554646454588,0.5598425196850394,0.02314478497117963,0.5497252641326815,0.010130789442688656,0.5650148800297601,0.013440841849534415
RR,mid_band,LR,5,508.0,,,0.5858267716535434,0.019865316238650187,0.5929133858267717,0.027344496620764307,0.578740157480315,0.026115155829570073,0.5846803841140528,0.020004879999380158,0.5929133858267717,0.027344496620764307,0.588592396378009,0.02171064457278645,0.6335699671399344,0.019236398010400856
RR,mid_band,RF,5,508.0,,,0.5413385826771654,0.018674868071860518,0.5220472440944881,0.03383078906919817,0.5606299212598425,0.0101449596273426,0.5424719126508001,0.018807120405328788,0.5220472440944881,0.03383078906919817,0.5319079549941729,0.026386307151550735,0.5571935643871287,0.017474012314669003
RR,mid_band,AdaBoost,5,508.0,,,0.5476377952755905,0.0069763957270351645,0.5440944881889764,0.013033815241926656,0.5511811023622047,0.020832687488697557,0.5481618135229385,0.008099487869887146,0.5440944881889764,0.013033815241926656,0.5459803021612117,0.006410198617607308,0.5638306776613554,0.011038832618661032
RR,full_layer,LR,5,508.0,,,0.6062992125984252,0.009481570534482148,0.5960629921259842,0.018398931410311695,0.6165354330708661,0.02459921157765874,0.6088397149355774,0.011849205572269015,0.5960629921259842,0.018398931410311695,0.6021375646352903,0.009988407286190722,0.6375813751627504,0.013207679645210543
RR,full_layer,RF,5,508.0,,,0.5448818897637795,0.01844100539941789,0.4708661417322834,0.01822966441384288,0.6188976377952756,0.03163355815212704,0.5532470863050227,0.023799718093379704,0.4708661417322834,0.01822966441384288,0.5085144990467224,0.017519890337308896,0.5675506851013702,0.027132231763422228
RR,full_layer,AdaBoost,5,508.0,,,0.5594488188976378,0.018356760987204325,0.5456692913385827,0.03561632402487763,0.573228346456693,0.030148330266262423,0.5611584294719492,0.01933862141426959,0.5456692913385827,0.03561632402487763,0.5528700059000788,0.023977441646856633,0.5795198090396181,0.025322322228963284
RR,init_band,LR,5,508.0,,,0.6023622047244095,0.01534928243277005,0.5976377952755906,0.028104831964684635,0.6070866141732283,0.030332850841351525,0.6036748081550052,0.01695487012760012,0.5976377952755906,0.028104831964684635,0.600260000081952,0.017578165528071822,0.6332909665819331,0.01176745203734249
RR,init_band,RF,5,508.0,,,0.5578740157480315,0.018741149977026587,0.4921259842519685,0.02681793128492348,0.6236220472440944,0.02047244094488189,0.5665379235061072,0.02082578285788511,0.4921259842519685,0.02681793128492348,0.5265598480317222,0.022886785607724343,0.5850626201252401,0.023578380704427575
RR,init_band,AdaBoost,5,508.0,,,0.5338582677165353,0.0211428686332245,0.5228346456692913,0.025196850393700804,0.5448818897637795,0.02570839010600708,0.5346537145219881,0.02193945090976487,0.5228346456692913,0.025196850393700804,0.5285691958162209,0.02254039007131932,0.5546608593217186,0.02031136269195565
RR,init_band_emb,LR,5,508.0,,,0.6023622047244095,0.01534928243277005,0.5976377952755906,0.028104831964684635,0.6070866141732283,0.030332850841351525,0.6036748081550052,0.01695487012760012,0.5976377952755906,0.028104831964684635,0.600260000081952,0.017578165528071822,0.6332878665757331,0.011757741178362374
RR,init_band_emb,RF,5,508.0,,,0.5645669291338582,0.017842943612007306,0.5031496062992126,0.014604123614953838,0.6259842519685039,0.0320811791928557,0.5742767201833257,0.02253972565486852,0.5031496062992126,0.014604123614953838,0.536146749791848,0.014718985250236882,0.5864700229400459,0.026035051732865133
RR,init_band_emb,AdaBoost,5,508.0,,,0.5413385826771653,0.02064584346791636,0.5244094488188976,0.028973810225156073,0.5582677165354332,0.024573994542247603,0.5427038103816899,0.021328085451431198,0.5244094488188976,0.028973810225156073,0.5332336236298852,0.0239525112383579,0.5571315642631285,0.017409738318100675
RR,end_band,LR,5,508.0,,,0.5783464566929133,0.016204028052958015,0.5850393700787402,0.018566655311104893,0.5716535433070866,0.02875902735078689,0.5776538451713068,0.01725302675894724,0.5850393700787402,0.018566655311104893,0.5811335603673158,0.014603633585975223,0.6019623039246078,0.013065275406397014
RR,end_band,RF,5,508.0,,,0.5338582677165353,0.013021917644520679,0.4669291338582678,0.03355476496482289,0.6007874015748031,0.028455607873374245,0.5390990886069551,0.01508459577860168,0.4669291338582678,0.03355476496482289,0.4998950348779297,0.021938874161798783,0.5473851447702895,0.005535853811074446
RR,end_band,AdaBoost,5,508.0,,,0.5377952755905511,0.017179074196276727,0.5519685039370078,0.042940466785625145,0.5236220472440944,0.022684819355729035,0.5362661994825275,0.015617064903579196,0.5519685039370078,0.042940466785625145,0.5435477302083102,0.027376187796223625,0.5523823547647095,0.019111420055402624
RR,ib_no_pca,LR,5,508.0,,,0.574015748031496,0.006540648710959103,0.5787401574803149,0.024523482680940838,0.5692913385826771,0.02642198698513784,0.5735357098269614,0.007957904563670837,0.5787401574803149,0.024523482680940838,0.5757902032783976,0.011446007748822477,0.5955328910657821,0.012992885985017676
RR,ib_no_pca,RF,5,508.0,,,0.5696850393700787,0.013385826771653519,0.54251968503937,0.02616259484383645,0.5968503937007874,0.02179268110724103,0.5736838237836717,0.013893947719057028,0.54251968503937,0.02616259484383645,0.5574213586818896,0.018231732321261088,0.5980004960009921,0.01442429453735114
RR,ib_no_pca,AdaBoost,5,508.0,,,0.5507874015748031,0.00926661598105496,0.5488188976377952,0.015865702109929047,0.552755905511811,0.023437600104153085,0.5511993395076102,0.010294992191338566,0.5488188976377952,0.015865702109929047,0.5498341344716731,0.00916662325842346,0.5669027838055676,0.00831899183268162
